Well ID,Datetime,Oil Rate,Gas Rate,Water Rate,Total Liquid Rate,Tubing Pressure,Casing Pressure,Line Pressure,Flowing Temperature,Gas Oil Ratio,Status,Uptime,Downtime Minutes,Allocation Oil Volume,Allocation Gas Volume,Allocation Water Volume
W0002,2025-11-05,0.0,0.0 mcf,0.0,0.0,124.2,74.3,58.7,103.5,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0025,2026-03-03,18.273 M3,578.295 mcf,367.586,482.518,1719.0,793.4,337.8,147.2,5031.6,ACTIVE,95.15,70,18.273 M3,578.295 mcf,367.586
W0020,2025-12-19,641.451,2711.48 mcf,354.973,996.424,1598.8,830.1,298.9,155.4,4227.1,ACTIVE,93.14,99,641.451,2711.48 mcf,354.973
W0001,2026-07-01,24.309,118.842 mcf,785.982,810.291,1777.1,957.6,298.3,140.4,4888.9,ACTIVE,100.0,0,24.309,118.842 mcf,785.982
W0005,2025-12-10,305.317,1715.004 mcf,264.712,570.028,1773.5,793.4,283.9,159.7,5617.1,Active ,89.86,146,305.317,1715.004 mcf,264.712
W0011,07-07-2026,0.0 M3,0.0 mcf,0.0,0.0,132.2,57.8,91.2,107.7,0.0,SHUT_IN,0.0,1440,0.0 M3,0.0 mcf,0.0
W0019,2026-01-31,659.948,3242.327 mcf,368.974,1028.922,1653.8,990.8,390.8,147.7,4913.0,ACTIVE,98.75,18,659.948,3242.327 mcf,368.974
W0006,07/03/2026,421.48,2215.197 mcf,195.609,617.089,1955.8,813.0,294.6,149.9,5255.8,ACTIVE,97.76,32,421.48,2215.197 mcf,195.609
W0032,2025-08-31,0.0,0.0 mcf,0.0,0.0,99.3,33.0,89.9,76.4,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0036,2026-04-18,0.0,0.0 mcf,0.0,0.0,97.4,64.2,85.2,89.5,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0025,2026-08-23,15.353 M3,482.868 mcf,436.025,532.591,1935.5,908.6,222.4,141.1,5000.3,active,98.75,18,15.353 M3,482.868 mcf,436.025
W0024,01/25/2026,55.561,271.115 mcf,576.21,631.771,1836.4,1054.7,370.5,143.5,4879.6,ACTIVE,98.28,25,55.561,271.115 mcf,576.21
W0014,2026-04-16,417.728,1921.886 mcf,190.064,607.792,1926.2,941.4,303.4,159.5,4600.8,ACTIVE,100.0,0,417.728,1921.886 mcf,190.064
W0027,2026-03-19,225.915,1261.007 mcf,206.827,432.742,1721.7,792.6,387.3,156.6,5581.8,ACTIVE,92.69,105,225.915,1261.007 mcf,206.827
w0034,2025-10-31,244.239,1513.715 mmbtu,254.906,499.145,1924.0,905.8,302.0,168.6,5976.5,ACTIVE,94.96,73,244.239,1513.715 mmbtu,254.906
W0002,2026-04-14,0.0,0.0 mcf,0.0,0.0,118.9,52.7,44.6,94.5,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0021,2025-11-28,258.824,1357.435 mcf,222.924,481.748,1706.1,939.4,383.6,133.6,5244.6,ACTIVE,98.77,18,258.824,1357.435 mcf,222.924
W0035,2026-08-17,278.628,1615.042 mmbtu,352.261,630.889,1795.2,844.9,368.3,163.9,5589.6,ACTIVE,98.15,27,278.628,1615.042 mmbtu,352.261
W0020,2026-01-11,585.928,3061.912 mcf,326.032,911.96,1955.7,985.0,265.9,141.2,5225.8,ACTIVE,90.2,141,585.928,3061.912 mcf,326.032
W0019,05/14/2026,601.531,2740.838 mcf,344.639,946.17,1972.7,984.9,319.6,138.9,4556.4,ACTIVE,97.22,40,601.531,2740.838 mcf,344.639
W0013,2026-04-29,0.0,0.0 mcf,0.0,0.0,111.1,107.9,85.5,81.4,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0037,2026-01-11,640.468,3319.996 mcf,356.38,996.849,1491.0,816.0,392.8,167.1,5183.7,ACTIVE,95.52,64,640.468,3319.996 mcf,356.38
W0015,2026-04-06,50.564,262.249 mcf,809.852,860.416,1834.8,780.5,366.2,141.6,5186.5,ACTIVE,98.9,16,50.564,262.249 mcf,809.852
W0028,2026-01-01,592.258,2682.271 mcf,262.32,854.579,1792.0,836.9,306.9,139.5,4528.9,ACTIVE,100.0,0,592.258,2682.271 mcf,262.32
W0015,2026-04-25,44.851,272.011 mcf,835.299,880.15,1816.5,893.1,355.3,141.5,6064.7,ACTIVE,98.34,24,44.851,272.011 mcf,835.299
W0034,2026-05-23,233.273,1258.496 mmbtu,278.536,511.809,1674.9,913.4,351.9,153.8,5202.5,ACTIVE,94.41,81,233.273,1258.496 mmbtu,278.536
W0008,2025-11-03,272.827,1462.48 mcf,231.768,504.595,1776.8,1097.0,337.7,155.9,5360.5,Active ,96.09,56,272.827,1462.48 mcf,231.768
W0027,2025-09-19,272.421,1517.233 mcf,225.744,498.165,1651.1,814.8,400.2,166.1,5569.4,ACTIVE,96.75,47,272.421,1517.233 mcf,225.744
W0013,07-03-2026,0.0,0.0 mcf,0.0,0.0,131.7,81.5,30.6,76.9,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0031,05/14/2026,0.0,0.0 mcf,0.0,0.0,112.0,55.3,75.3,73.7,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0038,2025-10-25,0.0 M3,0.0 mcf,0.0,0.0,75.7,46.4,29.8,104.0,0.0,SHUT_IN,0.0,1440,0.0 M3,0.0 mcf,0.0
W0001,04/15/2026,30.65,142.424 mcf,991.028,1021.678,1545.4,851.4,401.9,149.8,4646.7,ACTIVE,95.65,63,30.65,142.424 mcf,991.028
W0001,2026-02-22,31.482,153.214 mcf,1017.907,1049.389,1832.1,925.7,323.3,159.9,4866.8,ACTIVE,95.13,70,31.482,153.214 mcf,1017.907
W0022,2025-10-29,249.037,1313.091 mmbtu,259.571,508.608,1874.8,1025.3,402.3,140.2,5084.6,ACTIVE,96.61,49,249.037,1313.091 mmbtu,259.571
W0003,03-09-2025,194.633,837.324 mcf,364.525,559.159,1897.3,820.5,366.8,141.4,4302.1,ACTIVE,97.96,29,194.633,837.324 mcf,364.525
W0040,2025-09-10,251.234,1150.175 mcf,474.532,725.766,1808.8,772.4,350.7,153.9,4578.1,ACTIVE,97.95,29,251.234,1150.175 mcf,474.532
w0023,2026-08-11,268.977,1414.668 mcf,266.629,535.606,1742.4,804.6,301.5,154.7,5259.4,ACTIVE,91.18,127,268.977,1414.668 mcf,266.629
W0030,2026-04-26,251.214,1472.728 mmbtu,294.643,545.857,2050.8,872.8,378.7,146.9,5653.3,Producing,93.17,98,251.214,1472.728 mmbtu,294.643
W0011,2026-03-30,0.0 M3,0.0 mcf,0.0,0.0,87.4,74.8,69.3,108.3,0.0,SHUT_IN,0.0,1440,0.0 M3,0.0 mcf,0.0
W0017,2025-09-21,512.247,2583.682 mcf,277.49,789.736,1678.4,992.0,359.7,148.8,5043.8,ACTIVE,92.72,105,512.247,2583.682 mcf,277.49
W0033,2026-01-24,163.882,838.241 mcf,366.645,530.526,2164.5,870.7,331.7,159.6,5114.9,ACTIVE,100.0,0,163.882,838.241 mcf,366.645
W0017,04/01/2026,416.224,2036.616 mcf,236.053,652.277,1905.0,1006.5,314.4,134.9,4893.1,ACTIVE,96.25,54,416.224,2036.616 mcf,236.053
W0030,2026-06-14,281.306,1453.057 mmbtu,340.826,622.132,2008.2,887.8,288.0,151.5,4981.1,ACTIVE,99.51,7,281.306,1453.057 mmbtu,340.826
W0037,2026-07-12,582.611,2961.603 mcf,338.483,921.094,1902.2,895.3,279.9,157.0,5083.3,ACTIVE,92.71,105,582.611,2961.603 mcf,338.483
W0001,14-12-2025,36.366,171.044 mcf,622.377,658.743,1950.7,828.4,342.5,145.6,4703.4,ACTIVE,94.56,78,36.366,171.044 mcf,622.377
W0016,14-04-2026,18.189 M3,561.451 mcf,395.457,509.861,1551.9,1010.4,424.3,160.9,4907.6,ACTIVE,98.86,16,18.189 M3,561.451 mcf,395.457
W0034,10-02-2026,257.22,1443.97 mmbtu,287.105,544.325,1772.4,930.0,295.0,134.2,5413.5,ACTIVE,91.24,126,257.22,1443.97 mmbtu,287.105
W0004,2026-04-10,0.0,0.0 mcf,0.0,0.0,101.4,104.6,55.5,92.8,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0017,2025-11-30,475.03,2232.85 mcf,261.685,736.716,1808.3,1000.4,382.0,150.6,4700.4,ACTIVE,94.34,82,475.03,2232.85 mcf,261.685
W0006,2026-02-13,357.031,2645.337 mcf,159.892,516.923,1768.7,900.8,362.1,144.1,7409.3,active,100.0,0,357.031,2645.337 mcf,159.892
W0018,2026-06-13,171.315,832.098 mcf,461.899,633.213,1942.7,898.9,422.2,157.1,4857.1,ACTIVE,95.11,70,171.315,832.098 mcf,461.899
W0003,2025-09-21,200.157,1000.793 mcf,383.135,583.291,1846.6,1000.0,296.7,146.5,5000.0,ACTIVE,96.18,55,200.157,1000.793 mcf,383.135
W0023,08-10-2025,340.906,1757.328 mcf,285.475,626.381,1736.5,957.0,398.1,144.9,5154.9,ACTIVE,98.67,19,340.906,1757.328 mcf,285.475
w0039,2025-09-29,539.463,2564.309 mcf,233.194,772.657,1883.8,973.7,365.2,146.5,4753.4,ACTIVE,97.53,36,539.463,2564.309 mcf,233.194
W0015,09/23/2025,72.326,397.234 mcf,448.364,520.69,1776.7,1031.9,358.5,142.2,5492.3,ACTIVE,98.84,17,72.326,397.234 mcf,448.364
W0029,2026-06-12,0.0,0.0 mcf,0.0,0.0,102.1,81.4,94.6,106.3,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0003,11/05/2025,204.186,933.19 mcf,413.022,617.207,1929.0,916.9,358.4,139.1,4570.3,ACTIVE,95.83,60,204.186,933.19 mcf,413.022
W0031,2026-04-23,0.0,0.0 mcf,0.0,0.0,147.5,80.3,25.9,92.6,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0006,2026-05-15,426.87,2381.392 mcf,195.663,622.533,1664.5,894.7,261.0,153.4,5578.7,Active ,95.48,65,426.87,2381.392 mcf,195.663
W0016,2025-09-22,22.253 M3,750.431 mcf,340.269,480.234,1512.9,872.7,360.5,132.1,5361.6,ACTIVE,100.0,0,22.253 M3,750.431 mcf,340.269
W0017,2026-08-22,454.447,2303.438 mcf,266.584,721.031,1845.6,983.9,368.2,147.5,5068.7,ACTIVE,94.75,76,454.447,2303.438 mcf,266.584
W0026,04-07-2026,231.699,1293.565 mmbtu,284.476,516.174,1662.0,895.8,306.3,139.5,5383.8,ACTIVE,97.73,33,231.699,1293.565 mmbtu,284.476
W0001,2025-11-04,36.757,166.022 mcf,476.298,513.055,1831.2,827.7,375.5,133.4,4516.7,ACTIVE,96.14,56,36.757,166.022 mcf,476.298
W0015,11-05-2026,53.512,243.063 mcf,1152.169,1205.682,1561.4,874.3,,160.8,4542.2,ACTIVE,94.26,83,53.512,243.063 mcf,1152.169
W0038,16-06-2026,0.0 M3,0.0 mcf,0.0,0.0,141.7,45.5,33.4,104.8,0.0,SHUT_IN,0.0,1440,0.0 M3,0.0 mcf,0.0
W0023,2025-10-13,320.561,1483.423 mcf,269.181,589.742,1852.1,875.8,428.4,162.7,4627.6,ACTIVE,97.31,39,320.561,1483.423 mcf,269.181
W0031,2026-07-08,0.0,0.0 mcf,0.0,0.0,125.5,55.1,60.6,91.9,0.0,shut_in,0.0,1440,0.0,0.0 mcf,0.0
W0016,2026-03-22,17.113 M3,575.085 mcf,356.421,464.057,1857.8,865.6,329.2,134.6,5342.9,Active ,92.42,109,17.113 M3,575.085 mcf,356.421
W0027,01/05/2026,245.386,1308.102 mcf,215.818,461.204,1706.7,924.6,294.7,133.9,5330.8,ACTIVE,94.67,77,245.386,1308.102 mcf,215.818
W0031,12/13/2025,0.0,0.0 mcf,0.0,0.0,59.5,48.1,76.0,70.2,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0032,2026-07-02,0.0,0.0 mcf,0.0,0.0,95.4,70.7,42.0,83.1,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0015,2025-10-26,70.567,340.434 mcf,492.427,562.994,1667.3,845.9,373.5,157.4,4824.3,ACTIVE,99.19,12,70.567,340.434 mcf,492.427
W0005,04/04/2026,285.777,1622.641 mcf,263.939,549.715,1905.7,903.8,377.8,145.6,5678.0,ACTIVE,92.89,102,285.777,1622.641 mcf,263.939
W0029,06/28/2026,0.0,0.0 mcf,0.0,0.0,135.7,91.0,97.5,108.1,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0002,2025-09-08,0.0,0.0 mcf,0.0,0.0,77.1,48.2,45.1,79.7,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0005,09/05/2025,344.417,1766.329 mcf,283.203,627.62,1801.4,821.5,379.6,166.8,5128.5,ACTIVE,97.41,37,344.417,1766.329 mcf,283.203
27,2025-12-14,261.345,1179.095 mcf,227.088,488.433,1910.8,761.6,306.4,137.9,4511.6,ACTIVE,93.59,92,261.345,1179.095 mcf,227.088
W0017,2025-12-26,484.994,2469.635 mcf,268.84,753.834,1784.8,667.9,336.6,145.6,5092.1,ACTIVE,92.77,104,484.994,2469.635 mcf,268.84
W0008,2025-10-14,284.392,1345.388 mcf,238.941,523.333,1851.3,877.7,288.2,178.7,4730.7,ACTIVE,94.54,79,284.392,1345.388 mcf,238.941
W0012,2026-02-09,0.0,0.0 mcf,0.0,0.0,104.7,62.0,83.4,95.3,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0040,2025-09-13,197.923,1091.459 mcf,375.197,573.12,1902.7,975.7,302.7,142.9,5514.6,ACTIVE,94.49,79,197.923,1091.459 mcf,375.197
W0024,2026-07-27,42.826,220.686 mcf,1384.719,1427.546,1708.7,950.4,389.4,160.5,5153.0,ACTIVE,94.43,80,42.826,220.686 mcf,1384.719
W0039,2026-02-25,476.044,2487.474 mcf,213.848,689.892,1579.9,886.6,377.7,149.8,5225.3,ACTIVE,96.62,49,476.044,2487.474 mcf,213.848
W0039,2026-01-26,457.908,2471.58 mcf,204.123,662.031,1918.5,964.4,341.3,149.2,5397.5,ACTIVE,95.88,59,457.908,2471.58 mcf,204.123
W0013,2025-12-30,0.0,0.0 mcf,0.0,0.0,104.6,112.0,87.9,108.3,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
w0032,2025-11-20,0.0,0.0 mcf,0.0,0.0,60.6,31.8,94.4,104.9,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0020,12/18/2025,598.363,3174.61 mcf,331.049,929.412,1952.6,798.6,340.4,156.9,5305.5,ACTIVE,95.83,60,598.363,3174.61 mcf,331.049
W0012,2026-03-30,0.0,0.0 mcf,0.0,0.0,64.1,114.6,47.7,71.8,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0038,07/22/2026,0.0 M3,0.0 mcf,0.0,0.0,78.0,107.5,28.8,70.1,0.0,SHUT_IN,0.0,1440,0.0 M3,0.0 mcf,0.0
W0037,2026-06-19,615.784,3271.383 mcf,355.82,971.604,1734.7,958.5,281.8,149.0,5312.5,ACTIVE,94.27,83,615.784,3271.383 mcf,355.82
W0009,2026-02-14,20.922 M3,667.473 mcf,408.222,539.82,1767.0,929.6,372.1,143.6,5072.1,ACTIVE,95.15,70,20.922 M3,667.473 mcf,408.222
W0008,02/14/2026,262.209,1484.571 mcf,235.743,497.951,1891.1,900.1,364.1,150.1,5661.8,ACTIVE,93.58,92,262.209,1484.571 mcf,235.743
W0002,2025-12-17,0.0,0.0 mcf,0.0,0.0,116.4,67.0,52.2,105.4,0.0,shut_in,0.0,1440,0.0,0.0 mcf,0.0
W0004,2026-04-18,0.0,0.0 mcf,0.0,0.0,74.6,81.9,42.0,103.0,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0007,2025-11-28,444.494,2223.05 mcf,195.154,639.648,1799.7,836.2,455.0,148.3,5001.3,ACTIVE,89.95,145,444.494,2223.05 mcf,195.154
W0011,2025-11-17,0.0 M3,0.0 mcf,0.0,0.0,100.1,43.5,79.5,93.8,0.0,SHUT_IN,0.0,1440,0.0 M3,0.0 mcf,0.0
W0040,2025-10-28,199.121,1132.798 mcf,398.815,597.935,1899.0,830.0,394.9,142.6,5689.0,ACTIVE,91.57,121,199.121,1132.798 mcf,398.815
W0040,2025-09-14,199.575,1095.164 mcf,378.789,578.365,1855.8,1044.4,360.7,147.0,5487.5,ACTIVE,95.14,70,199.575,1095.164 mcf,378.789
W0017,2025-09-29,458.332,2382.676 mcf,248.761,707.094,1841.4,897.1,335.4,140.9,5198.6,ACTIVE,95.16,70,458.332,2382.676 mcf,248.761
W0016,2025-11-17,22.609 M3,657.935 mcf,378.624,520.833,1656.4,835.0,345.6,134.7,4626.5,ACTIVE,100.0,0,22.609 M3,657.935 mcf,378.624
W0003,2025-09-17,209.451,933.231 mcf,398.983,608.434,1631.2,946.9,320.5,135.8,4455.6,ACTIVE,99.98,0,209.451,933.231 mcf,398.983
W0039,12-11-2025,534.11,2547.239 mcf,233.531,767.642,1831.3,769.6,333.4,153.7,4769.1,ACTIVE,91.84,117,534.11,2547.239 mcf,233.531
W0007,15-12-2025,457.7,2192.165 mcf,201.836,659.537,1696.0,903.4,392.7,146.5,4789.5,ACTIVE,93.52,93,457.7,2192.165 mcf,201.836
W0035,2025-10-21,287.544,1757.611 mmbtu,298.135,585.679,1733.4,956.1,353.5,150.2,5894.4,ACTIVE,94.79,75,287.544,1757.611 mmbtu,298.135
W0003,2026-01-17,160.293,876.982 mcf,355.415,515.708,1880.3,953.8,365.4,140.1,5471.1,ACTIVE,92.19,112,160.293,876.982 mcf,355.415
W0019,2025-10-16,646.445,2736.922 mcf,352.296,998.741,1658.7,956.5,304.1,152.2,4233.8,ACTIVE,96.56,49,646.445,2736.922 mcf,352.296
W0040,2026-03-09,172.156,895.262 mcf,407.788,579.944,1918.4,830.4,376.8,155.9,5200.3,ACTIVE,95.81,60,172.156,895.262 mcf,407.788
W0015,2025-09-13,76.742,367.475 mcf,459.867,536.609,1947.0,852.0,335.4,146.8,4788.4,ACTIVE,98.4,23,76.742,367.475 mcf,459.867
W0028,2025-08-30,612.878,2952.302 mcf,262.867,875.745,1820.5,997.5,375.3,141.0,4817.1,ACTIVE,99.62,6,612.878,2952.302 mcf,262.867
W0036,06/23/2026,0.0,0.0 mcf,0.0,0.0,104.3,48.7,47.0,86.6,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0013,02/27/2026,0.0,0.0 mcf,0.0,0.0,57.2,117.5,24.8,104.3,0.0,shut_in,0.0,1440,0.0,0.0 mcf,0.0
W0005,2025-11-20,307.287,1562.376 mcf,263.5,570.787,1843.1,1006.7,322.1,161.4,5084.4,Active ,99.41,9,307.287,1562.376 mcf,263.5
W0003,2025-09-05,189.104,987.024 mcf,355.026,544.129,1821.9,846.4,396.9,138.2,5219.5,ACTIVE,95.87,60,189.104,987.024 mcf,355.026
35,2026-05-30,303.797,1566.283 mmbtu,364.432,668.23,1597.9,910.2,318.7,154.5,4971.7,ACTIVE,93.4,95,303.797,1566.283 mmbtu,364.432
W0008,2026-01-02,293.009,1335.786 mcf,257.278,550.288,1805.4,953.0,313.7,136.8,4558.9,ACTIVE,95.21,69,293.009,1335.786 mcf,257.278
W0032,23-09-2025,0.0,0.0 mcf,0.0,0.0,141.4,47.2,62.3,100.2,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0040,2026-02-22,201.841,906.832 mcf,468.818,670.659,1611.2,909.3,407.9,135.5,,ACTIVE,95.24,69,201.841,906.832 mcf,468.818
W0015,2025-09-07,81.466,380.889 mcf,478.519,559.985,1886.8,742.2,354.7,148.1,4675.4,ACTIVE,97.14,41,81.466,380.889 mcf,478.519
W0020,10/15/2025,599.535,3296.356 mcf,326.652,926.188,1958.7,828.3,371.9,148.4,5498.2,ACTIVE,92.39,110,599.535,3296.356 mcf,326.652
W0019,2026-04-09,645.542,2578.153 mcf,366.801,1012.343,1874.0,791.1,403.5,142.5,3993.8,ACTIVE,100.0,0,645.542,2578.153 mcf,366.801
W0027,2026-08-20,210.256,1049.208 mcf,209.451,419.707,1795.0,790.6,405.3,132.9,4990.2,ACTIVE,100.0,0,210.256,1049.208 mcf,209.451
W0021,2026-07-01,259.112,1277.057 mcf,251.143,510.255,1892.9,753.4,246.7,134.1,4928.6,ACTIVE,94.75,76,259.112,1277.057 mcf,251.143
W0010,2026-04-17,588.077,3069.237 mcf,334.784,922.861,1903.0,912.9,339.8,144.5,5219.1,ACTIVE,97.55,35,588.077,3069.237 mcf,334.784
W0022,2026-02-19,255.321,1176.239 mmbtu,286.683,542.004,1789.8,808.8,290.4,163.1,4442.5,ACTIVE,92.96,101,255.321,1176.239 mmbtu,286.683
W0007,2026-02-07,448.801,2036.757 mcf,200.681,649.482,1681.1,841.5,300.3,145.2,4538.2,ACTIVE,95.78,61,448.801,2036.757 mcf,200.681
W0035,2025-11-29,365.375,1807.256 mmbtu,388.678,754.053,1868.3,883.4,330.9,163.5,4769.8,ACTIVE,99.98,0,365.375,1807.256 mmbtu,388.678
W0023,06/25/2026,266.708,1600.246 mcf,257.657,524.366,1807.0,802.1,379.8,160.8,6000.0,ACTIVE,99.7,4,266.708,1600.246 mcf,257.657
W0003,2025-10-09,196.787,914.808 mcf,385.046,581.833,1833.5,823.9,362.7,140.1,4648.7,active,98.25,25,196.787,914.808 mcf,385.046
W0022,01/18/2026,204.689,1322.78 mmbtu,225.033,429.722,1811.6,859.2,306.6,129.0,6231.8,ACTIVE,91.79,118,204.689,1322.78 mmbtu,225.033
W0036,2026-06-11,0.0,0.0 mcf,0.0,0.0,145.9,60.0,63.1,109.7,0.0,shut_in,0.0,1440,0.0,0.0 mcf,0.0
W0015,2025-11-25,72.408,293.093 mcf,568.295,640.703,1689.3,803.4,347.1,157.0,4047.8,ACTIVE,95.28,68,72.408,293.093 mcf,568.295
W0038,2026-08-16,0.0 M3,0.0 mcf,0.0,0.0,119.6,31.5,37.5,86.0,0.0,SHUT_IN,0.0,1440,0.0 M3,0.0 mcf,0.0
W0002,2026-05-30,0.0,0.0 mcf,0.0,0.0,74.6,62.2,99.2,97.4,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0032,2026-08-12,0.0,0.0 mcf,0.0,0.0,141.9,41.3,72.5,81.7,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0032,2026-05-01,0.0,0.0 mcf,0.0,0.0,123.1,37.5,80.4,96.5,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
24,2026-04-18,56.436,256.465 mcf,991.868,1048.305,1941.8,791.4,330.1,161.9,4544.3,ACTIVE,91.53,122,56.436,256.465 mcf,991.868
W0009,2026-06-06,18.174 M3,560.435 mcf,438.026,552.337,1622.9,915.3,344.8,146.6,4902.7,ACTIVE,100.0,0,18.174 M3,560.435 mcf,438.026
W0020,2026-08-15,507.2,2911.934 mcf,297.04,804.24,1760.4,956.3,317.8,146.3,5741.2,ACTIVE,98.03,28,507.2,2911.934 mcf,297.04
W0012,17-06-2026,0.0,0.0 mcf,0.0,0.0,136.5,46.1,92.0,76.1,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0015,11/29/2025,72.686,353.329 mcf,579.97,652.657,1826.0,838.6,327.6,147.9,4861.0,ACTIVE,95.56,64,72.686,353.329 mcf,579.97
W0018,2025-10-10,212.248,1009.564 mcf,415.807,628.056,1739.7,992.4,408.1,154.1,4756.5,ACTIVE,99.83,2,212.248,1009.564 mcf,415.807
W0003,01/09/2026,175.05,875.654 mcf,384.19,559.24,1784.6,1012.6,330.6,159.6,5002.3,ACTIVE,97.73,33,175.05,875.654 mcf,384.19
W0016,2025-10-07,23.95 M3,698.043 mcf,375.116,525.756,1673.2,889.1,355.5,164.7,4633.9,ACTIVE,93.42,95,23.95 M3,698.043 mcf,375.116
W0027,2025-09-08,260.614,1333.355 mcf,214.65,475.264,1802.6,934.6,371.2,148.2,5116.2,ACTIVE,96.39,52,260.614,1333.355 mcf,214.65
39,2026-07-01,466.863,2905.815 mcf,216.561,683.425,1587.8,779.4,367.3,144.3,6224.1,active,97.58,35,466.863,2905.815 mcf,216.561
W0026,2026-08-10,223.791,1495.211 mmbtu,281.615,505.407,1789.8,802.5,341.5,147.3,6442.9,ACTIVE,97.84,31,223.791,1495.211 mmbtu,281.615
W0019,2026-08-15,531.386,2777.212 mcf,311.204,842.59,1862.8,858.8,335.2,155.1,5226.4,ACTIVE,93.4,95,531.386,2777.212 mcf,311.204
W0008,2026-06-24,260.983,1330.561 mcf,251.989,512.972,1879.2,829.1,349.1,156.5,5098.3,ACTIVE,93.85,89,260.983,1330.561 mcf,251.989
W0029,2025-09-18,0.0,0.0 mcf,0.0,0.0,85.9,53.8,97.3,100.7,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0026,02/22/2026,276.555,1446.248 mmbtu,311.141,587.696,1888.5,976.0,378.2,155.3,5042.9,ACTIVE,100.0,0,276.555,1446.248 mmbtu,311.141
W0028,2025-12-11,598.042,2831.51 mcf,263.452,861.494,1705.3,936.1,384.1,149.6,4734.6,ACTIVE,92.21,112,598.042,2831.51 mcf,263.452
W0003,04/16/2026,147.651,717.993 mcf,367.822,515.474,1901.1,901.9,404.0,134.9,4862.8,ACTIVE,100.0,0,147.651,717.993 mcf,367.822
W0035,17-01-2026,282.901,1955.568 mmbtu,310.814,593.715,1863.6,891.4,353.9,150.2,6665.9,ACTIVE,93.87,88,282.901,1955.568 mmbtu,310.814
W0031,2025-09-16,0.0,0.0 mcf,0.0,0.0,144.5,42.8,93.7,92.0,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0028,2025-12-26,584.156,2770.459 mcf,258.332,842.489,1944.0,886.1,364.9,149.5,4742.7,ACTIVE,90.07,143,584.156,2770.459 mcf,258.332
W0039,2026-07-13,434.283,2192.958 mcf,202.061,636.345,1788.4,803.8,385.7,142.9,5049.6,ACTIVE,94.14,84,434.283,2192.958 mcf,202.061
W0029,2026-01-08,0.0,0.0 mcf,0.0,0.0,121.3,37.5,44.2,94.8,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0023,01/03/2026,292.938,1600.213 mcf,257.358,550.296,1819.4,1172.2,362.7,153.6,5462.6,ACTIVE,95.04,71,292.938,1600.213 mcf,257.358
W0010,2025-09-20,579.53,3328.067 mcf,313.862,893.393,1900.2,887.0,337.3,147.9,5742.7,ACTIVE,100.0,0,579.53,3328.067 mcf,313.862
W0006,2026-08-03,368.869,2191.781 mcf,172.539,541.408,1727.1,842.7,353.4,147.6,5941.9,ACTIVE,95.04,71,368.869,2191.781 mcf,172.539
W0001,2026-08-25,25.075,114.332 mcf,810.761,835.836,1641.7,883.8,318.0,149.4,4559.6,ACTIVE,94.12,85,25.075,114.332 mcf,810.761
32,2025-08-27,0.0,0.0 mcf,0.0,0.0,101.6,40.4,96.8,74.8,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0011,2025-11-08,0.0 M3,0.0 mcf,0.0,0.0,62.6,78.7,43.4,97.6,0.0,SHUT_IN,0.0,1440,0.0 M3,0.0 mcf,0.0
W0008,2026-05-24,256.708,1342.326 mcf,243.684,500.392,1656.5,950.0,339.1,151.7,5229.0,ACTIVE,94.22,83,256.708,1342.326 mcf,243.684
W0015,2025-09-19,73.982,410.692 mcf,452.401,526.384,1762.5,871.2,313.4,157.3,5551.2,ACTIVE,97.13,41,73.982,410.692 mcf,452.401
